chain,city,location_page_url,offers_aba,offers_autism_eval,offers_any_autism_service,serves_children,evidence_location,confidence,notes
LifeStance,Tampa,https://lifestance.com/location/tampa-fl-14499-n-dale-mabry-highway/,UNSTATED,UNSTATED,N,Y,location page | footer,HIGH,"LOCATION PAGE (own body content): the 'Mental Health Conditions We Treat at Tampa, FL Location' list is short (22 items) — ADHD, Alcohol use, Anger issues, Anxiety, Attention & focus, Depression/feeling down, Domestic violence & abuse, Drug/substance use, Emotional abuse, Gender identity, General relationship issues, Grief & loss, LGBTQ+, Marital stress or divorce, Panic attacks, Premarital counseling, Self-esteem, Sex & intimacy issues, Sexual trauma, Stress management, Trauma & PTSD, Unhealthy eating habits — and has NO autism entry, while sibling FL branches list 'Autism: generally independent'. Enumerated list with autism affirmatively absent, so offers_any_autism_service = N. GLOBAL NAV/FOOTER ONLY: 'Autism Testing and Evaluation' in the site-wide Services menu is the ONLY autism string anywhere on this page — not location-level evidence, so offers_autism_eval = UNSTATED. ABA / 'applied behavior analysis' appears nowhere on the page. CHILDREN: the conditions list names no childhood-specific condition, but the location's own services list includes 'Child and Adolescent Psychiatry', 'Child and Adolescent Therapy' and 'Play Therapy', and 'Ages Served' reads 'Adolescents / Teens, Adults, Seniors / Geriatrics' — serves_children = Y, resting on the services/ages block rather than the conditions list. No clinician directory with specialty tags — Yulonda Leverett, Dr. Stoyanov / Piter Stoyanov appear only in patient reviews and were NOT used as evidence."
LifeStance,The Villages,https://lifestance.com/location/the-villages-fl-1400-us-highway-441-north/,UNSTATED,UNSTATED,N,Y,location page | footer,HIGH,"LOCATION PAGE (own body content): the 'Mental Health Conditions We Treat at The Villages, FL Location' list — ADHD, Alcohol use, Anger issues, Anxiety, Attention & focus, Bipolar Disorder, Depression/feeling down, Drug/substance use, First responder stress, Gambling, Grief & loss, Intense mood changes, Military & veteran, Obsessive Compulsive Disorder, Other addictive behaviors, Panic attacks, Pornography/sexual behaviors, Self-esteem, Sexual trauma, Stress management, Trauma & PTSD, Unhealthy eating habits, Video game/internet — has NO autism entry, while sibling FL branches list 'Autism: generally independent'. Enumerated list with autism affirmatively absent, so offers_any_autism_service = N. GLOBAL NAV/FOOTER ONLY: 'Autism Testing and Evaluation' in the site-wide Services menu is the ONLY autism string anywhere on this page — not location-level evidence, so offers_autism_eval = UNSTATED. ABA / 'applied behavior analysis' appears nowhere on the page. CHILDREN: this is a retirement-community branch with an addiction/veteran/geriatric-skewed condition list naming no childhood condition; serves_children = Y rests solely on the boilerplate services block ('Child and Adolescent Psychiatry', 'Child and Adolescent Therapy', 'Play Therapy') and 'Ages Served' = 'Adolescents / Teens, Adults, Seniors / Geriatrics'. Treat pediatric capacity here as weakly supported. No individual clinicians with specialty tags on the page."
Thriveworks,Boca Raton,https://thriveworks.com/boca-raton-counseling/,UNSTATED,UNSTATED,UNSTATED,Y,location page; clinician listing,HIGH,"The word 'autism' does not appear anywhere on this page, including in any clinician specialty list. No 'ABA' or 'applied behavior analysis'. No autism testing/evaluation/ADOS language. The page's own location services list reads: 'Individual therapy, Career counseling, Child/teen therapy, Couples therapy, Family therapy, Life coaching, Marriage counseling, Online therapy, Psychiatry/medication' — the children/teens claim comes from that location-specific list plus clinician age tags such as 'Serves ages 65+, 11-13, 18-64, 14-17' in the clinician listing. Clinicians named on the page (e.g. Philip Crouse LMHC, Rachel Spiller LMHC, Rachel Caulk LCSW) carry tags including ADHD and 'Behavioral Issues' but NOT autism; ADHD and 'Behavioral Issues' are not autism, and 'Behavioral Issues' is not ABA. The chain's global nav menu rendered on this page ('Individual therapy, Child & teen therapy, ... Cognitive behavioral therapy (CBT), Dialectical behavior therapy (DBT), EMDR therapy...') is identical chain boilerplate across all Thriveworks pages and names neither autism nor ABA, so it contributes nothing here. ABA/eval marked UNSTATED rather than N because the page is simply silent."
Thriveworks,Boynton Beach,https://thriveworks.com/boynton-beach-counseling/,UNSTATED,UNSTATED,Y,Y,clinician listing,HIGH,"Autism appears exactly once on the page, in a clinician specialty tag list: Jennifer Marvin (LMHC) — 'Autism, Addiction, Anxiety, Depression, Trauma / PTSD, Stress / Mental Stress / Work Stress, Anger Management, Grief'. That is the sole basis for offers_any_autism_service = Y and it comes from the clinician listing, NOT from the location's own services list. CAVEAT: the page labels Jennifer Marvin as 'Maitland', so she is a shared/online provider surfaced on the Boynton Beach page rather than an on-site Boynton Beach clinician — treat the Y as clinician-level, not office-level. No 'ABA' or 'applied behavior analysis' anywhere. No autism testing/evaluation/ADOS; the closest is a generic 'Testing & Evaluation' tag on Nikkia Gattuso (PMHNP), which does not name autism, so offers_autism_eval stays UNSTATED. Children: the location's own services list reads 'Individual therapy, Child therapy, Couples therapy, Family therapy, Marriage counseling, Online therapy, Psychiatry/medication, Teen counseling' and Jennifer Marvin is tagged 'Serves ages 0-5, 6-10, 65+, 11-13, 18-64, 14-17'; most other clinicians are 'Serves ages 18-64'. Global nav boilerplate (Individual therapy / Child & teen therapy / CBT / DBT / EMDR / insurance carriers) is identical on every Thriveworks page and names neither autism nor ABA."
Thriveworks,Clearwater,https://thriveworks.com/clearwater-counseling/,UNSTATED,UNSTATED,UNSTATED,Y,location page; clinician listing,HIGH,"Autism is not mentioned anywhere on this page, including in any clinician specialty list. No 'ABA' or 'applied behavior analysis'. No autism testing/evaluation/ADOS. Children claim comes from the location's own services list — 'Individual therapy, Couples/marriage therapy, Child therapy, Family therapy, Online therapy, Psychiatry/medication, Teen counseling' — corroborated by clinician age tags on the same page such as Katrice Anderson 'Serves ages 6-10, 65+, 11-13, 18-64, 14-17' and Alysia Wright 'Serves ages 0-5, 6-10, 11-13, 18-64, 14-17'. Clinician specialty tags (e.g. Jed Newirth LCSW: 'Medical / Health Issues, LGBTQIA+, Behavioral Issues, Coping Skills, ... ADHD, Bipolar Disorder, ... OCD, Chronic Illness/Pain, Grief') include ADHD and 'Behavioral Issues' but never autism, and 'Behavioral Issues' is explicitly not ABA. Site-wide nav rendered here ('GET CARE, Therapy, Psychiatry & medication, EXPLORE, Insurance & pricing, Locations, Refer a patient, Find a provider') is chain boilerplate."
Thriveworks,Coral Springs,https://thriveworks.com/coral-springs-counseling/,UNSTATED,UNSTATED,Y,Y,clinician listing,HIGH,"Exactly one autism mention on the page and it is a clinician specialty tag: Jennifer Marvin, whose card is labelled with the 'Maitland' location, lists 'Autism'. Same caveat as Boynton Beach — a shared/online provider surfaced on the Coral Springs page, so the Y is clinician-level rather than an office-level service claim; the Coral Springs services list itself does not mention autism. No 'ABA' or 'applied behavior analysis' anywhere on the page. No autism testing/evaluation/ADOS terms. Other listed clinicians (Gavin Malcolm, Jazmin Santamaria Perez, Angela Goudie, Victoria Baca Villagomez, Michael Perez, Margaret Keig) carry ADHD tags at most — ADHD is not autism. Children: location services list reads 'Individual therapy, Child therapy, Couples therapy, Family therapy, Marriage counseling, Online therapy, Psychiatry/medication, Teen counseling', and clinician age tags include 'Serves ages 0-5, 6-10, 65+, 11-13, 18-64, 14-17'. Global nav (Individual therapy / Child & teen therapy / Couples & marriage / Family / Online therapy plus ADHD, Anxiety, Depression specialty links) is chain boilerplate present on every Thriveworks location page."
Thriveworks,Davie,https://thriveworks.com/davie-counseling/,UNSTATED,UNSTATED,UNSTATED,Y,location page; clinician listing,HIGH,"The word 'autism' does not appear anywhere on this page, including in any clinician specialty list. No 'ABA' or 'applied behavior analysis'. No autism testing/evaluation/ADOS. The nearest adjacent tags are Samuel Heastie (LCSW) carrying 'Neurodiversity' and Victoria Baca Villagomez carrying 'ADHD' — neither names autism, so offers_any_autism_service stays UNSTATED rather than Y. Children claim: location services list reads 'Individual therapy, Child therapy, Couples therapy, Family therapy, Marriage counseling, Online therapy, Psychiatry/medication, Teen counseling', with clinician age tags 'Serves ages 6-10, 65+, 11-13, 18-64, 14-17' (Katrice Anderson, Sorcha Wool). Site-wide 'GET CARE' menu (Therapy — individual, child & teen, couples & marriage, family, online; Psychiatry & medication; Insurance & pricing; Locations) is chain boilerplate identical across Thriveworks pages and is not branch evidence."
Thriveworks,Fort Lauderdale,https://thriveworks.com/fort-lauderdale-counseling/,UNSTATED,UNSTATED,UNSTATED,Y,location page; clinician listing,HIGH,"No occurrence of 'autism' anywhere on the page, including clinician specialty lists. No 'ABA' or 'applied behavior analysis'. No autism testing/evaluation/ADOS. Several clinicians are tagged ADHD (Victoria Baca Villagomez, Michael Perez, Shannon Schaal, Dr Katelyn Mirante) — ADHD is not autism and is not ABA. Children claim comes from the location's own services list, 'Individual therapy, Career counseling, Child/teen therapy, Couples therapy, Family therapy, Life coaching, Marriage counseling, Online therapy, Psychiatry/medication', corroborated by clinician age tags on the same page: Alysia Wright 'Serves ages 0-5, 6-10, 11-13, 18-64, 14-17', Sayra Besner and Sarah Suarez 'Serves ages 11-13, 18-64, 14-17', Heli Pandini 'Serves ages 65+, 11-13, 18-64, 14-17'; several others are 'Serves ages 18-64' only. Site-wide nav (Therapy, Psychiatry & medication, Insurance & pricing, Locations, Refer a patient, Find a provider) is chain boilerplate."
Thriveworks,Gainesville,https://thriveworks.com/gainesville-counseling/,UNSTATED,UNSTATED,UNSTATED,Y,location page; clinician listing,HIGH,"The word 'autism' does not appear anywhere on this page, including in clinician specialty tags. No 'ABA' or 'applied behavior analysis'. No autism testing/evaluation/ADOS. Two clinicians carry a 'Neurodiversity' tag (Kasi Phillips; Eleanor Theurer, who also lists ADHD) and two more list ADHD (Candice Escandon, Vanessa Cumber) — 'Neurodiversity' and ADHD do not name autism, so this is deliberately NOT scored as a Y. Children claim comes from the location's own services list, 'Individual therapy, Child therapy, Couples therapy, Family therapy, Marriage counseling, Online therapy, Psychiatry/medication, Teen counseling', corroborated by clinician age tags: Kasi Phillips 'Serves ages 0-5, 6-10, 65+, 11-13, 18-64, 14-17', Eleanor Theurer 'Serves ages 0-5, 6-10, 11-13, 18-64, 14-17'; Juan Cobo is 'Serves ages 18-64' and Vanessa Cumber 'Serves ages 65+, 18-64' (adult-only clinicians). Global nav (Therapy — individual, child & teen, couples & marriage, family, online; Psychiatry & medication; Insurance & Pricing; Locations) is chain boilerplate."
Thriveworks,Jacksonville,https://thriveworks.com/jacksonville-counseling/,UNSTATED,UNSTATED,Y,Y,clinician listing,HIGH,"FIRST of two Jacksonville pages (/jacksonville-counseling/ — distinct from /jacksonville-therapy/, which is the 4070 Herschel St office). Autism appears once, as a specialty tag on a clinician the page labels as a Jacksonville IN-PERSON therapist: Lisa Maddox (LMHC), tags include 'Autism'; she is also tagged 'Serves ages 0-5, 6-10, 65+, 11-13, 18-64, 14-17'. Because she is attached to this office rather than another city, this is the one Jacksonville page with office-level autism evidence. That clinician tag is the only autism evidence; the location's own services list does not mention autism. No 'ABA' or 'applied behavior analysis' on the page. No autism testing/evaluation/ADOS terms — offers_autism_eval UNSTATED. Children claim: services list at this location reads 'Individual therapy, Child therapy, Couples therapy, Family therapy, Life coaching, Marriage counseling, Online therapy, Psychiatry/medication, Teen counseling', plus clinician age tags including Jamie Bauroth and Eraina H Smith 'Serves ages 6-10, 11-13, 18-64, 14-17'. No street address printed on this page. Site-wide services menu (Therapy, Psychiatry & medication, Insurance & pricing, Locations, plus CBT/DBT/EMDR approach links) is chain boilerplate and names neither autism nor ABA."
Thriveworks,Jacksonville,https://thriveworks.com/jacksonville-therapy/,UNSTATED,UNSTATED,UNSTATED,Y,location page; clinician listing,HIGH,"SECOND of two Jacksonville pages — this is the office at '4070 Herschel St Suite 1 Jacksonville, FL 32210', distinct from /jacksonville-counseling/. 'Autism' does not appear anywhere on this page, including in any clinician specialty tags — so unlike /jacksonville-counseling/ (which carries Lisa Maddox tagged 'Autism'), this page yields UNSTATED for autism. No 'ABA' or 'applied behavior analysis'. No autism testing/evaluation/ADOS. Caroline Campbell is tagged 'Neurodiversity, ADHD' and Jane Arthur, Casey Yates and Michael Perez are tagged ADHD — none of which names autism. Children claim: location services list reads 'Individual therapy, Child therapy, Couples therapy, Family therapy, Marriage counseling, Online therapy, Psychiatry/medication, Teen counseling', with clinician age tags Jane Arthur 'Serves ages 0-5, 6-10, 11-13, 18-64, 14-17', Casey Yates 'Serves ages 0-5, 6-10, 65+, 11-13, 18-64, 14-17', Kimberly Boucher 'Serves ages 18-64, 14-17'. The long service list rendered in the nav ('Individual therapy, Child & teen therapy, ... Addiction, ADHD, Anger management, Anxiety, Bipolar disorder, ... CBT, DBT, EMDR therapy, ... Antidepressants, Anti-anxiety, Non-stimulants, Stimulants, Mood stabilizers, Insurance, Self-pay, Locations') is identical chain boilerplate on every Thriveworks location page and is NOT branch evidence; note it contains no autism or ABA entry at all."
Thriveworks,Maitland,https://thriveworks.com/maitland-counseling/,UNSTATED,UNSTATED,UNSTATED,Y,location page; clinician listing,MEDIUM,"The fetched Maitland page returned NO occurrence of 'autism' anywhere, including in clinician specialty lists — hence UNSTATED. FLAG / INTERNAL INCONSISTENCY: Jennifer Marvin is listed here as an in-person Maitland clinician ('Serves ages 0-5, 6-10, 65+, 11-13, 18-64, 14-17'), and it is her card — labelled 'Maitland' — that carries the 'Autism' specialty tag when it is surfaced on the Boynton Beach, Coral Springs, Miami, St. Petersburg and West Palm Beach pages. Her autism tag apparently did not render in the specialty text captured on her own home-office page, so the Maitland page itself does not state autism even though the same clinician's tag does elsewhere on the chain's site. Confidence set MEDIUM for that reason; a human recheck of this page is worthwhile. No 'ABA' or 'applied behavior analysis'. No autism testing/evaluation/ADOS; Emmily Hobbs carries a generic 'Testing & Evaluation' tag and Sandy Nguyen a 'Neurodiversity' tag, neither of which names autism. Children claim comes from the location's own services list: 'Individual therapy, Couples/marriage therapy, Child therapy, Family therapy, Life coaching, Online therapy, Psychiatry/medication, Teen counseling'. In-person Maitland clinicians named: Zaria Myers Thomas, Jennifer Marvin, Danielle Mickla, Nathan Morris II. Global nav (Therapy / Psychiatry & medication / Insurance & pricing / Locations, expanding to Individual, Child & teen, Couples & marriage, Family, Online plus Addiction, ADHD, Anxiety, Bipolar disorder, Depression, Eating disorders, Grief & loss, LGBTQIA+, Trauma & PTSD) is chain boilerplate."
Thriveworks,Miami,https://thriveworks.com/miami-counseling-therapy/,UNSTATED,UNSTATED,Y,Y,clinician listing,HIGH,"One autism mention on the page, again a clinician specialty tag: Jennifer Marvin — card labelled 'Maitland' — lists 'Autism' ('Serves ages 0-5, 6-10, 65+, 11-13, 18-64, 14-17'). offers_any_autism_service = Y rests entirely on that clinician tag, not on any Miami-specific service statement; because the clinician is labelled with the Maitland office she is surfaced here as an online/shared provider rather than an on-site Miami clinician. This page draws heavily on out-of-town clinicians (Sandy Nguyen 'Maitland' tagged Neurodiversity; Victoria Baca Villagomez and Shannon Schaal 'Fort Lauderdale' tagged ADHD; Nikkia Gattuso 'Tampa'; Elizabeth Solano 'Davie'), so genuinely Miami-specific evidence is thin. No 'ABA' or 'applied behavior analysis'. No autism testing/evaluation/ADOS. Children claim from the location's own services list: 'Individual therapy, Couples/marriage therapy, Child therapy, Family therapy, Life coaching, Online therapy, Psychiatry/medication, Teen counseling'. Site-wide nav (GET CARE; Therapy — Individual, Child & teen, Couples & marriage, Family, Online; Psychiatry & medication; EXPLORE; Insurance & pricing; Locations; Refer a patient; Book online) is chain boilerplate and names neither autism nor ABA."
Thriveworks,Orlando,https://thriveworks.com/orlando-therapy/,UNSTATED,UNSTATED,Y,Y,clinician listing,HIGH,"One of only three Florida pages with autism evidence tied to an actual on-site clinician. Rosanna Guadalupe (Registered Mental Health Intern, Orlando in-person) bio: '...family issues, eating disorders, sexual orientation, PTSD, bipolar disorder, autism, and behavior issues.' Unlike the Jennifer Marvin cards on Boynton Beach / Coral Springs / Miami / St. Petersburg / West Palm Beach, this clinician is attached to the Orlando office itself, so the Y is office-level. Note the same sentence says 'behavior issues' — that is NOT ABA and is not counted as such. No 'ABA' or 'applied behavior analysis' anywhere on the page. No autism testing/evaluation/ADOS terms, so offers_autism_eval is UNSTATED. Children claim comes from the location's own services list, 'Individual therapy, Couples/marriage therapy, Child/teen therapy, Family therapy, Online therapy, Psychiatry/medication', corroborated by clinician age tags 'Serves ages 6-10, 11-13, 18-64, 14-17' and 'Serves ages 18-64, 14-17'. Other clinicians listed: Alexis Broach (LMHC), Monica Maeda (RMHI, ADHD), Lorna Wooten (LMHC), plus online/other-office providers Ana Jarzin, Brett Burlone, Anna Maria Mazy, Alexandra Lee, Ashleigh Mack, Margaret Keig (Maitland, ADHD). The nav's specialty list (Addiction, ADHD, Anger Management, Anxiety, Depression, Eating Disorders, Grief & Loss, LGBTQIA+, Trauma & PTSD) is chain boilerplate with no autism or ABA entry."
Thriveworks,St. Petersburg,https://thriveworks.com/st-petersburg-counseling-therapy/,UNSTATED,UNSTATED,Y,Y,clinician listing,MEDIUM,"One autism mention, and it is again the roving Jennifer Marvin card labelled 'Maitland': 'Autism, Addiction, Anxiety, Depression, Trauma / PTSD, Stress / Mental Stress / Work Stress, Anger Management, Grief' ('Serves ages 0-5, 6-10, 65+, 11-13, 18-64, 14-17'). WEAKEST form of Y in this set: the fetch found NO clinicians explicitly labelled as in-person at the St. Petersburg address at all — every flagged provider is labelled another city (Jennifer Marvin/Maitland, Nikkia Gattuso/Tampa ADHD, Shannon Schaal/Fort Lauderdale ADHD, Elizabeth Solano/Davie). So the autism claim is a shared online clinician surfaced on the page, not a St. Petersburg office service. Confidence MEDIUM. No 'ABA' or 'applied behavior analysis'. No autism testing/evaluation/ADOS. Children claim comes from the location's own services list: 'Individual therapy, Couples/marriage therapy, Child therapy, Family therapy, Life coaching, Online therapy, Psychiatry/medication, Teen counseling'; most listed clinician age tags are adult-leaning ('Serves ages 65+, 18-64' / 'Serves ages 65+, 18-64, 14-17'). Site-wide nav (Therapy, Psychiatry & medication, Insurance & pricing, Locations, Refer a patient, Book online) is chain boilerplate."
Thriveworks,Tallahassee,https://thriveworks.com/tallahassee-counseling/,UNSTATED,UNSTATED,Y,Y,clinician listing,MEDIUM,"One autism mention on the page, in a clinician bio: Jessica Knowles — labelled TAMPA location, listed under child/teen therapy — 'I work with children, adolescents, men and women experiencing anxiety, depression, trauma, OCD, ADHD, autism, behavioral concerns, or grief.' Y is recorded because the words are on this page, but the clinician is explicitly another office's provider surfaced here, so this is NOT a Tallahassee office service claim; confidence MEDIUM. No Tallahassee-labelled clinician is tagged Autism, ADHD, Developmental Disorders, Neurodiversity or Testing & Evaluation. Tallahassee in-person clinician named: John Craig (LCSW); Tallahassee online: Juliette LaMagna (RMHI), John Craig, Jamie Jones (LMHC), Catherine Bukovitz (LMHC), Elizabeth Wohlford (LMHC). No 'ABA' or 'applied behavior analysis'. No autism testing/evaluation/ADOS; note 'behavioral concerns' in the Knowles bio is NOT ABA. Children claim from the location's own services list: 'Individual therapy, Couples/marriage therapy, Child therapy, Family therapy, Online therapy, Psychiatry/medication, Teen counseling', with clinician age tags such as 'Serves ages 0-5, 6-10, 11-13, 18-64, 14-17' and 'Serves ages 6-10, 65+, 11-13, 18-64, 14-17'. Global 'GET CARE' menu (Therapy — Individual, Child & teen, Couples & marriage, Family, Online; Psychiatry & medication; Insurance & pricing; Locations) is chain boilerplate."
Thriveworks,Tampa,https://thriveworks.com/tampa-counseling/,UNSTATED,UNSTATED,Y,Y,clinician listing,HIGH,"STRONGEST autism evidence of the 16 Florida pages, and it is office-level. Marcus Hibbler (Registered Mental Health Intern, listed as Tampa IN-PERSON & online, tagged 'Neurodiversity', 'Serves ages 0-5, 6-10, 65+, 11-13, 18-64, 14-17') bio: 'Marcus Hibbler is a dedicated and compassionate Registered Mental Health Intern...supporting children...including autism spectrum disorders, ADHD, anxiety...' — this names autism AND children together for a Tampa clinician. Second occurrence: Jessica Knowles (online therapist) specialty tags 'Autism, ADHD, Bipolar Disorder, Anxiety, Depression...'. Raven Fisk (Tampa in-person) is also tagged 'Neurodiversity'. Despite this, NO 'ABA' or 'applied behavior analysis' appears anywhere on the page, and no autism testing/evaluation/ADOS/assessment language appears — so (a) and (b) remain UNSTATED even though (c) is a clear Y. Children claim also supported by the location's own services list: 'Individual therapy, Couples/marriage therapy, Child therapy, Family therapy, Online therapy, Psychiatry/medication, Teen counseling'. Site-wide nav (Individual therapy, Child & teen therapy, Couples & marriage therapy, Family therapy, Online therapy, Psychiatry & medication, Insurance & pricing, Locations, Refer a patient, Find a provider) is chain boilerplate."
Thriveworks,West Palm Beach,https://thriveworks.com/west-palm-beach-counseling/,UNSTATED,UNSTATED,Y,Y,clinician listing,MEDIUM,"One autism mention and it is once more the roving Jennifer Marvin card labelled 'Maitland': 'Autism, Addiction, Anxiety, Depression, Trauma / PTSD, Stress / Mental Stress / Work Stress, Anger Management, Grief' (serves ages 0-5 through 65+). No West Palm Beach in-person clinician names autism — the four WPB in-person providers are Debra Rose Fischer (LCSW, no neurodevelopmental tags), Surafel Tesfaye (Registered Social Worker Intern, ADHD), Heather Payne (LMHC, ADHD) and Jessica Campbell (LCSW, no neurodevelopmental tags). Confidence MEDIUM because the Y rests on an out-of-office shared clinician. No 'ABA' or 'applied behavior analysis'. No autism testing/evaluation/ADOS. AGE LANGUAGE IS NOTABLY ADULT-LEANING HERE: 'Serves ages 65+, 18-64' appears for most West Palm Beach clinicians, with the only exception Jessica Campbell at 'Serves ages 65+, 18-64, 14-17' — i.e. no WPB in-person clinician is listed as serving under-14s. serves_children is still Y because the location's own services list reads 'Individual therapy, Child therapy, Couples therapy, Family therapy, Marriage counseling, Online therapy, Psychiatry/medication, Teen counseling', but the clinician roster contradicts the child-therapy line, so this is a soft Y. Site-wide menu ('Individual therapy, Child & teen therapy, Couples & marriage therapy, Family therapy, Online therapy, Psychiatry & medication' plus the Addiction/ADHD/Anger management/Anxiety specialties list) is chain boilerplate."
