id,name,city,insurances_found,no_slug_plans,scholarships_mentioned,self_pay_only,source_page_url,evidence_location,confidence,notes
7324,Miami Speech Institute LLC,Coral Gables,florida-medicaid|unitedhealthcare|molina|wellcare,Miami Children's|Prestige Insurance|CMS T21 Insurance,,N,https://miamispeechinstitute.com/insurance/,insurance page,HIGH,"Real dedicated /insurance/ page listing Florida Medicaid-plan names verbatim (spellings left exactly as printed, incl. 'CMS T19/Medicaid', 'CMS T21 Insurance', 'StayWell/WellCare Insurance'). Page header: ""We accept a wide variety of insurances to cover speech therapy services at Miami Speech Institute."" Note: www.miamispeechinstitute.com does not resolve (DNS); apex host does. Speech-therapy clinic, single Coral Gables location."
6645,Seeds of Hope Behavioral Health,Coral Gables,NO_LIST,,,N,https://www.seedsofhopebh.com/services-provided,none found,MEDIUM,"Home, /services-provided and /who-we-are all loaded. No insurer, no scholarship, no funding source, and not even a generic 'we accept insurance' sentence anywhere - the site covers philosophy, team and services only. Contact is Info@seedsofhopebh.com."
7487,"Steps Therapy Center, Corp",Coral Gables,NO_LIST,,,N,https://stepstherapycenter.com/services-1765,body copy,MEDIUM,"[trap c] Only insurance reference on the whole site is the generic claim: ""Insurance-friendly: we accept most major plans"". No carrier named, no logo strip, no insurance page. Multi-service clinic (ABA, PT, OT, Speech, Internal Medicine, Immigration Medical Exam). Textbook 'most major plans' case - NO_LIST, not inferred."
8574,Bayview Therapy - Coral Springs,Coral Springs,NO_LIST,,,N,https://www.bayviewtherapy.com/good-faith-estimate,none found,MEDIUM,"Wix site. Homepage, /insurance (404) and /good-faith-estimate attempted; no insurer named anywhere. The Good Faith Estimate page only restates the No Surprises Act: ""Under the law, health care providers need to give patients who don't have insurance or who are not using insurance an estimate of the bill for medical items and services."" No self-pay-only statement, so self_pay_only=N."
7267,Foundations Therapy - Coral Springs,Coral Springs,NO_LIST,,,N,https://foundationstherapy.com/contact/,none found,MEDIUM,"Homepage, /resources/ and /contact/ all loaded. No insurer, no scholarship, and no payment-policy language anywhere. The site has no insurance or fees page at all."
7001,Leading Pathways ABA Therapy - Coral Springs,Coral Springs,aetna|cigna|florida-blue|humana,Beacon|Magellan,,N,https://leadingpathwaysaba.com/accepted-insurance-providers-for-aba-therapy/,insurance page,HIGH,"Dedicated insurance page with a logo strip. Beacon and Magellan read from logo alt text (""Ins-8bit-005f59-beaconho"", ""Ins-8bit-005f59-magellan""). Page also says ""We welcome a wide range of insurance plans"" and ""Don't see your insurance? Let us know and we can help!"", so the strip may not be exhaustive."
7005,"Little Leaves Behavioral Services, Coral Springs",Coral Springs,SITE_UNREACHABLE,,,N,,none found,LOW,"[trap b] Bot-block, not a dead site. Three attempts (http://littleleaves.org/location/coral-springs-fl/, https://littleleaves.org/..., https://www.littleleaves.org/...) all failed at the robots.txt stage (ConnectTimeout / parse failure), so no page content was ever retrieved. Little Leaves is a multi-state chain, so any general insurance page found would also have raised the multi-location trap versus this Coral Springs row."
6895,Shiloh ABA Inc.,Coral Springs,SITE_UNREACHABLE,,,N,,none found,LOW,"shilohaba.com returns HTTP 404 at the root on both http://www.shilohaba.com/ and https://shilohaba.com/ - the server answers but serves no site (dead/parked domain). A web search surfaced no alternate official domain for Shiloh ABA Inc., only third-party directory listings, which are out of scope."
6745,"The Helping Place, LLC/PTSD Solutions Therapy",Coral Springs,NO_LIST,,,Y,https://ptsdsolutionstherapy.com/rates-insurance/,insurance page,HIGH,"Their own ""Rates and Insurance Information"" page names no insurer at all. It states: ""Reset therapy is not covered by insurance. The patient will be completely responsible for the patient fee."" All listed payment methods are direct-pay (cash, check, PayPal, major credit cards, Zelle, Venmo), checks payable to ""The Helping Place, LLC"". No claim submission, superbill, or out-of-network billing offered. The FAQ page was also loaded and named no insurer. Caveat: the quoted sentence is scoped to Reset therapy specifically, though nothing on the site indicates any insurance is billed."
5879,"Utter Brilliance Therapy Services - Krista M. Hadeed, MS, CCC-SLP, PA",Coral Springs,NO_LIST,,Family Empowerment Scholarship (formerly Gardiner),Y,https://www.utterbrilliancetherapy.com/faqs,FAQ,MEDIUM,"[trap d] FAQ answer states verbatim: ""We do not participate with any insurance companies at this time."" They are out-of-network only and provide superbills for possible reimbursement, so self_pay_only=Y. They are an approved provider for the ""Family Empowerment Scholarship (formerly Gardiner)"" - that is a Florida scholarship, kept out of plans_verbatim (trap d). No insurer is named anywhere."
8118,Acquiring Skills Inc,Davie,SITE_UNREACHABLE,,,N,,none found,LOW,"Bot-block / fetch failure, not confirmed dead. Three attempts (https://www.acquiringskills.com/ twice, https://acquiringskills.com/ once) all failed at the robots.txt stage (ConnectTimeout, then parse failure). No page content ever retrieved, so no claim can be made either way."
6649,Autism Mind,Davie,SITE_UNREACHABLE,,,N,,none found,LOW,Parked domain. http://www.autismmind.com/ returns HTTP 302 to https://forsale.godaddy.com/forsale/autismmind.com - the domain is listed for sale on GoDaddy and no provider site exists. Not fetched further since the redirect target is not the provider's site.
9119,Avant Garde Behavioral Therapy,Davie,NO_LIST,,,N,https://www.avantgardekids.com/,logo strip,HIGH,"AMBIGUOUS LOGOS - could not identify. The homepage does carry an insurance logo strip, but it is rendered as flat SVG/JPG images on the Sanity CDN with no readable alt text and hashed filenames (e.g. .../d29da4a8c8df7f14c833df34fc5389f76f26a9e8-2500x638.svg). Fetching that SVG directly returned ""Image content is not supported"". No insurer name appears in text anywhere on the site, and there is no insurance/funding page. Returning NO_LIST rather than guessing which carriers the logos represent - a human eyeball on that strip would resolve it."
7424,Avant-Garde Therapy,Davie,NO_LIST,,,Y,https://a-gtherapy.com/about/rates-insurance/,insurance page,HIGH,"Their own ""Rates & Insurance"" page states verbatim: ""At this time, Avant-Garde is not accepting insurance."" They add ""We can offer a super bill to receive out-of-network reimbursement"" and advise clients to ""check with your insurance policy to see if they accept super bills as each plan and policy is unique."" Payment is ""cash, check and all major credit cards""; $250 per 50-minute session with bulk packages and a sliding scale. No insurer named anywhere. Note this is a different company from id 9119 (Avant Garde Behavioral Therapy / avantgardekids.com) despite the similar name."
6806,Baudhuin Preschool,Davie,NO_LIST,,,N,https://msc.nova.edu/autism-institute/preschool/index.html,none found,MEDIUM,"CSV website was the bare nova.edu root; the actual Baudhuin Preschool pages are under msc.nova.edu (NSU Mailman Segal Center / Autism Institute). Both the preschool page and the Autism Institute index were loaded and neither names any insurer, scholarship, tuition figure, or funding source. The preschool page routes prospective families through Broward Child Find at (754) 321-2204, consistent with a school-district-funded program rather than an insurance-billed clinic."
5819,Behavior Analysis Inc,Davie,aetna|cigna,AVMed,,N,https://www.behavior-analysis.org/,footer,MEDIUM,"ANTHEM SIGHTING - Anthem does not operate in Florida, so this reads as a national brand strip rather than a verified Florida panel; confidence lowered. [trap a] SITE-WIDE FOOTER: the logo strip sits under the heading ""WE ACCEPT ALL MAJOR INSURANCE COMPANIES"" and renders identically on the homepage and /contact-us/, so it is one company-wide claim, not a Davie-location fact. Only Cigna, AVMed and Aetna were confirmed as actual text/link labels; the remaining logo slots reference a placeholder image (wp-content/uploads/blank.png) and are lazy-loaded, so they could not be read. A first pass of the homepage also suggested UnitedHealthcare, Humana, Anthem, Florida Blue and Blue Cross Blue Shield, but those were not confirmed on re-read and the Anthem sighting looks like a generic national brand strip - deliberately EXCLUDED rather than guessed. The strip is also undercut by the blanket ""We accept all major insurance companies"" claim above it."
6701,Developmental Therapies And Beyond | ABA Therapy | Speech and language therapy | Occupational therapy,Davie,NO_LIST,,,N,https://www.developmentaltherapies.com/,none found,MEDIUM,"Single-page site; only generic claim: ""We accept most major insurance plans."" No logos, no named insurers anywhere. All nav links are same-page anchors (#services, #contact-us), so there is no separate insurance page to check."
6557,Florida Autism Treatment Center,Davie,aetna|cigna,AVMED,,N,https://www.behavior-analysis.org/contact-us/,footer,MEDIUM,"[trap a] Logo strip under the heading ""WE ACCEPT ALL MAJOR INSURANCE COMPANIES"" renders in the site-wide footer (confirmed identical on homepage and contact-us). One company-wide claim, not a location-level fact. Only these three logos were legible; the generic ""all major insurance companies"" line itself is not a list."
6855,Healing Words Therapy,Davie,aetna|cigna|unitedhealthcare,Oxford|Oscar Health|Harvard Pilgrim,,N,https://healingwordstherapy.com/fees-and-insurance,insurance page,HIGH,"Named as in-network payers on the Fees and Insurance page. Out-of-network reimbursement and private pay are described alongside insurance, so not self-pay only. Note: this is a mental-health counseling practice (anxiety/depression/trauma/OCD), not an ABA provider - the plan list is not ABA-specific."
6550,Joshua's Path Disability Services of Goodman JFS,Davie,NO_LIST,,,N,https://www.jfsbroward.org/services/joshuas-path-boost-disability-services/,none found,MEDIUM,"Program page for a nonprofit (Goodman JFS of Broward). No insurer named anywhere and no insurance or payment sentence at all. The footer logos are grant funders (Jewish Federation, United Way of Broward County, Claims Conference), not insurers, so they are not counted."
6916,Mindful Lotus Therapy Inc.,Davie,medicare|aetna|cigna|florida-blue|humana|unitedhealthcare|tricare,Oscar|AvMed|Lyra,,N,https://www.mindfullotustherapyfl.com/faq,FAQ,MEDIUM,"Full list appears in an FAQ answer. Homepage body copy carries a shorter subset (""Insurance Accepted: Cigna, Aetna, Medicare, Tricare, Lyra, Blue Cross and Blue Shield & Humana""); I used the fuller FAQ list. Text, not logos, and not a repeating footer. Practice is a mental-health/EMDR counseling group licensed in Florida and New Jersey, not an ABA provider."
6717,The Playful Minds Psychology Center of South Florida,Davie,aetna|cigna|florida-blue,,,N,https://www.playfulmindscenter.com/services.html,body copy,MEDIUM,"Services page states: ""We accept BlueCross BlueShield, Aetna, and Cigna. Please keep in mind that most insurance plans do not cover academic or gifted testing and may require prior authorization to proceed."" Cash/check/credit and possible out-of-network reimbursement are offered alongside insurance, so not self-pay only. Homepage and appointments page name no insurer. Psychological testing/therapy center, not ABA."
6912,TMZ BEHAVIORAL CARE: Dr. Charline Boufin,Davie,medicare|aetna|cigna|florida-blue|humana|unitedhealthcare,Oscar Health,,N,https://www.tmzbehavioralcare.com/florida/,body copy,MEDIUM,"[trap b] Multi-state telehealth practice with separate California, Arizona and Florida pages. I used the FLORIDA-specific page; its body section is headed ""Accepted Insurance for Telehealth"". The homepage carries a broader company-wide strip that also shows Oxford Health Plans and Florida Blue - those are absent from the Florida page, so I did not merge them. Psychiatry/behavioral telehealth, not center-based ABA."
6574,"A Helping Hand, Inc",Daytona Beach,aetna|cigna|florida-blue|unitedhealthcare|tricare|sunshine-health,Lucet|Care Source|Careleon|Curative|Evernorth|Health First|Multiplan/PHCS|New Directions|Oscar|Pedicare|Priority Health,,N,https://www.helpinghandinc.org/insurance-payment,insurance page,HIGH,"Dedicated Insurance & Payment page. Names left exactly as printed, including apparent site typos ""Careleon"" (Carelon) and ""Pedicare"". Private pay offered alongside insurance: ""For those without insurance or who prefer to pay out-of-pocket, we offer private pay options."" Homepage only says generically ""accepting most insurance plans, including Medicaid."" Psychiatry/mental-health practice (ADHD, Spravato, testosterone clinic), not ABA."
6695,Alternative Speech and Swallowing Solutions,Daytona Beach,SITE_UNREACHABLE,,,N,,none found,LOW,"3 attempts used. http://www.alternativespeech.com/contact-us-swallowing-exercises/ and the https version both failed DNS resolution (""robots.txt fetch failed: Name or service not known""); https://www.alternativespeech.com/ returned an empty document with no text, no nav and no links. Domain appears dead or parked. A web search surfaced only third-party directories (Yelp, YellowPages, BBB, Facebook), which I did not use as a source. Listings also place this practice in Altamonte Springs/Orlando/Deltona rather than Daytona Beach."
6532,AmeraCell Clinics,Daytona Beach,NO_LIST,,,N,https://ameracell.com/,none found,MEDIUM,"Multi-state stem-cell/regenerative clinic chain (Florida, Virginia, Maryland, Texas, Indiana, California location pages). No insurer named on the homepage or on the Florida Cell Clinic page, and no insurance or payment sentence of any kind - so NO_LIST rather than self-pay; I did not infer cash-pay from the clinic type. Record looks mis-categorised for an ABA directory: no autism or behavioral service offered."
9032,Be Kind To Mind Counseling,Daytona Beach,aetna|cigna|florida-blue|unitedhealthcare,Oxford|Oscar|Carelon Behavioral Health,,N,https://bekindtomind.com/services-and-pricing,body copy,MEDIUM,"Listed under the heading ""Insurances Accepted"" on the Services and Pricing page; no surrounding prose about coverage, out-of-network or superbills. Homepage names no insurer. Counseling practice (LCSW/LMHC therapists), not ABA."
6608,Coastal Mental Health Center,Daytona Beach,florida-medicaid|aetna|cigna|humana|unitedhealthcare|molina|sunshine-health|florida-kidcare|florida-healthcare-plans,Allied Health Indemnity|Benefit Administrative Systems Network|BHN|Carelon Behavioral Network|Direct Health Partners Network|Evolutions|First Health Network|Imagine360 Network|Prime Network|West Volusia Hospital Authority|Wellpoint|World Trade Center Health Program|Children's Medical Services|Clear Health Alliance|Community Care Plan|Florida Community Care|CHAMPVA,,N,https://coastalmhc.com/insurances,insurance page,HIGH,"Dedicated Insurances page, grouped on the site as commercial plans/networks, Medicaid & Healthy Kids plans (Aetna Better Health through UnitedHealthcare Community Plan), and military (CHAMPVA). Important exclusions stated on the same page: ""CMHC does not participate in straight/direct Medicaid (with or without share of cost)"", ""CMHC does not accept Medicare or any Medicare Advantage/Dual plans"", ""CMHC does not participate in any Blue Cross Blue Shield plans"". Self-pay rates also published ($100 initial assessment, $175 psychiatric evaluation, $50 clinic visit) alongside insurance, so self_pay_only is N. Homepage says only ""Coastal Mental Health Center accepts most insurance plans"". Community mental health center, not ABA."
8529,Community Partnership for Children,Daytona Beach,NO_LIST,,,N,http://www.communitypartnershipforchildren.org/find-support/,none found,MEDIUM,"Foster care / adoption lead agency, not a billing clinic. No insurer or plan named on the homepage or the Find Support page, and no sentence about accepting insurance. The only Medicaid content is a referral resource for youth in foster care - ""Medicaid Help Line: 1-866-76ACCESS (1-866-762-2237)"" plus a link to a Medicaid info page - which is not a claim about plans this organisation accepts, so it is not counted as a published list."
7019,Daytona Beach Counseling Center,Daytona Beach,NO_LIST,,,N,https://www.opendoorscounselingnetwork.com/faq,none found,MEDIUM,"daytonabeachcounselingcenter.com 302-redirects to opendoorscounselingnetwork.com (a different brand). Homepage and FAQ name no insurer and carry no insurance statement at all; FAQ gives only cash pricing '$70 to $120 per session' and mentions 'programs to help people who cannot afford counseling.' No private-pay-only declaration, so self_pay_only = N."
8970,Easterseals Autism Center of Excellence - Daytona Beach,Daytona Beach,NO_LIST,,,N,https://florida.easterseals.com/get-support/areas-of-support/autism-and-medical-rehabilitation,none found,MEDIUM,"[trap b] Statewide Easterseals Florida page, not a Daytona Beach location page. Loaded the autism/medical-rehab page, the Behavior Support Services page and the Focused ABA Therapy page: no insurer named and no insurance sentence of any kind on any of them."
8971,Embridge Counseling Services,Daytona Beach,florida-medicaid|aetna|cigna|florida-blue|unitedhealthcare|tricare|molina|sunshine-health|wellcare|florida-healthcare-plans,"AnthemEAP|Compsych|OneMilitary Source|Health Advocates (EAP)|Bensinger, DuPont and Associates (EAP)|Carebridge Corporation|Volusia Health Network|Value Options|Children Medical Services|Concordia|Psych Care|Beacon Health",,N,https://www.embridgecounselingservices.com/,body copy,MEDIUM,"ANTHEM SIGHTING - Anthem does not operate in Florida, so this reads as a national brand strip rather than a verified Florida panel; confidence lowered. Homepage names payers under the heading 'Most Insurances Accepted'; payment methods stated as 'Cash, Check, Credit Cards or Insurances.' AnthemEAP appears as an EAP payer among Florida-specific plans, not as part of a national brand strip."
7230,Full Spectrum ABA - Daytona Beach,Daytona Beach,florida-medicaid|aetna|cigna|tricare,Advent Health,,N,https://www.fullspectrumaba.com/abaservicesfl,body copy,MEDIUM,"[trap b] Multi-state chain (FL, GA, SC, TN, MS). The list is on the Florida state services page, NOT a Daytona Beach location page; the homepage and FAQ name no insurer. Page states: 'At Full Spectrum ABA we accept Medicaid and a wide variety of insurance providers.'"
6676,Halifax Health Brooks Rehabilitation OP - Daytona Pediatrics,Daytona Beach,medicare|aetna|cigna|florida-blue|humana|unitedhealthcare|tricare|sunshine-health|wellcare|florida-healthcare-plans,AlaMed|AmeriHealth Caritas|Claritev|CorVel|Coventry|Devoted Health|Florida Community Care|Freedom Health|Heritage Summit Healthcare|Integrated Health|Liberty Mutual|Mayo Medica|Medrisk|Optimum Health|Paradigm|Praxis Health Network|Prime Health|Simply Healthcare|SP Net|Triwest|VACCN|Volusia Health Network,,N,https://brooksrehab.org/accepted-insurances/,insurance page,MEDIUM,"[trap b] System-wide Brooks Rehabilitation page covering all care settings across FL/GA; NOT specific to the Daytona Pediatric clinic. Reported the 'Outpatient Clinics' column because this row is an outpatient clinic (the page also has separate inpatient, home health, SNF, physician practice and behavioral health columns). The Daytona Pediatric location page names no insurer, only 'Your insurance benefits and other financial information will be verified by the Brooks team.' Site disclaimer: 'Some plans may limit coverage for hospital-based clinics. Please check with your insurance provider to confirm your specific clinic is covered.' Florida Health Care Plans is qualified 'Accepted counties: St. John's, Flagler, Volusia, Seminole, Brevard.'"
7369,The Front Porch,Daytona Beach,NO_LIST,,,N,https://frontporch.support/,none found,MEDIUM,"Small GoDaddy-built counseling site. Homepage and the Free Resources page contain no insurer name and no insurance or payment sentence whatsoever; navigation (Home, Our Staff, Free Resources, Treatment Modalities, Free Consult / Book Appt) offers no insurance, billing, FAQ or intake page to check."
10288,My Favorite Therapists - Deerfield Beach - 1239 E Newport Center Dr,Deerfield Beach,aetna|cigna|florida-blue|unitedhealthcare,Magellan Behavioral Health|Lucet|Orlando Health,,N,https://myfavoritetherapists.com/insurance-we-accept/,insurance page,HIGH,"The Deerfield Beach center page in the CSV names no insurer; the list comes from the site-wide 'Insurance We Accept' page (this provider appears to be a single Deerfield Beach center, so the site-wide/location distinction is minor). /insurance/ returns 404. Page adds: 'We work with all out of network insurances as well.'"
9212,Easterseals ELITE ABA Services - DeLand,Deland,NO_LIST,,,N,https://florida.easterseals.com/get-support/areas-of-support/autism-and-medical-rehabilitation,none found,MEDIUM,"[trap b] CSV points this DeLand row at the same statewide Easterseals Florida URL as id 8970; there is nothing DeLand-specific on it. Autism/medical-rehab, Behavior Support Services and Focused ABA Therapy pages all loaded - no insurer named and no insurance sentence anywhere."
8493,Behavioral foundation Centers,Deltona,aetna|cigna|florida-blue|humana|unitedhealthcare,CMS (Children's Medical Services),,N,http://behavioralfoundation.org/our-programs/,body copy,MEDIUM,"Homepage carries only the generic banner 'Now Accepting - ALL MAJOR INSURANCES' with no names. The named list is on the Our Programs page: 'In-Network provider with most major insurances including CMS (Children's Medical Services), Aetna, Humana, United Healthcare, Cigna, and BCBS!'"
10002,Kids Therapy Connection Doral - 2500 Nw 107th Ave,Doral,aetna|cigna|florida-blue|unitedhealthcare|molina|sunshine-health,Simply Healthcare|AvMed|Act 4 Me,Florida VPK,N,https://kidstherapyconnection.com/parent-resources/,logo strip,HIGH,"Homepage says only 'they accept insurance for occupational and speech therapy' and links 'Insurances we accept' to the Parent Resources page, where the payer logo strip lives. That page states: 'We are in network with many insurance providers and in most cases do bill them for services. There are some insurance companies we are not in network and will provide you with an invoice for you to submit your own claims for reimbursement.' 'Act 4 Me' appears in the strip but is a program rather than a commercial insurer; 'Florida VPK' is a state education-funding program so it was moved out of plans_verbatim. Logo alt text was not exposed, so names were read from the surrounding text labels."
6032,Modern Minds Counseling and Art Therapy,Dunedin,aetna|cigna|unitedhealthcare,Blue Cross MA,,N,https://www.modernmindscounseling.com/,body copy,MEDIUM,"Names sit in a therapist-profile-style panel on the practice's own homepage next to 'Individual Therapy: $150', 'Accepts Insurance' and 'Accepting New Clients'. FLAG: 'Blue Cross MA' and 'United Healthcare Oxford' are Northeast/out-of-state brands on a Dunedin FL site, which suggests a boilerplate practice-management widget rather than a curated Florida list - treat with caution before importing."
8780,Oasis Mind Lab – Coaching & Consulting for Work & Life,Dunedin,NO_LIST,,,N,https://www.oasismindlab.com/,none found,MEDIUM,"Coaching/consulting practice, not a billing clinic. Homepage and the 'Working with your therapist' page name no insurer and make no insurance, self-pay, cash-pay or superbill statement. Closest relevant wording is that services are a 'non-clinical, future-focused space of coaching' - suggestive of non-billable services but never an explicit private-pay-only declaration, so self_pay_only is N rather than Y. No insurance, billing, FAQ or intake page exists in the nav."
7575,Island Cove Behavioral Pediatrics,Fleming Island,NO_LIST,,,N,https://islandcovebehavioralpediatrics.com/get-started/,none found,MEDIUM,"The Get Started page has a heading 'We are In-Network with These Funders' but the funder names exist ONLY inside a single flattened image whose alt text is just 'island cove insurances' - no individual wordmarks, alt text or filenames are exposed, so no plan name could be read. Homepage and Services page contain no insurer text either. AMBIGUOUS LOGO IMAGE: this provider almost certainly does publish a funder list, but it is not machine-readable; a human eyeball on https://islandcovebehavioralpediatrics.com/get-started/ would resolve it."
7287,Bayview Therapy - Fort Lauderdale,Fort Lauderdale,NO_LIST,,,N,https://www.bayviewtherapy.com/contact-us,none found,MEDIUM,"Loaded homepage, /fort-lauderdale location page and /contact-us. No insurer named anywhere, no insurance/fees page in the nav, and no generic 'we accept insurance' line either. Only fee-related copy is 'offer a range of fee options'."
6034,CAP Speech Therapy,Fort Lauderdale,aetna,,Step-Up Scholarship for Students with Unique Abilities (FES-UA),N,https://www.capspeech.com/payment,insurance page,HIGH,"[trap d] Dedicated Payment page names Aetna only; homepage adds 'Starting 6/6/26 we will be an Aetna provider.' Also prints the generic 'We also accept all out-of-network insurances' with no other insurer named, so nothing further counted. Step-Up/FES-UA is a scholarship, kept out of plans_verbatim."
6499,Children's Diagnostic & Treatment Center,Fort Lauderdale,NO_LIST,,,N,https://childrensdiagnostic.com/,none found,MEDIUM,"childrensdiagnostic.org 302-redirects to childrensdiagnostic.com. Loaded homepage and /contact/. No insurer named, no insurance/billing/financial link in the nav, and no generic insurance sentence at all. Broward Health affiliate (donation and careers links point to browardhealth.org)."
9240,Children's Love Corp - 2929 E Commercial Blvd Ph-B,Fort Lauderdale,florida-medicaid|aetna|cigna|florida-blue|humana|unitedhealthcare|tricare,Oscar|CHAMPVA|Curative|Preferred Care Network|ComPsych|Surest|AvMed|Obamacare,Step Up For Students,N,https://childrenslove.care/childrens-love-insurance.html,insurance page,MEDIUM,"[trap b,d] List sits in the body of the dedicated insurance page under the heading 'Plans currently displayed'; the identical block also renders on the homepage. It is a company-wide claim, not specific to the 2929 E Commercial Blvd Ph-B site (separate Locations page exists). Printed disclaimer: 'Participation and coverage vary by plan, employer group, diagnosis, authorization and location.' Step Up For Students moved to scholarships."
6590,Deliver the Dream,Fort Lauderdale,NO_LIST,,,N,https://deliverthedream.org/,none found,MEDIUM,"Nonprofit family-retreat charity, not a billing provider. Homepage and full nav (programs, retreats, volunteer, donate) contain no insurer name and no insurance, cost or fee sentence."
7959,"Glory to God Care, PPEC Fort Lauderdale",Fort Lauderdale,SITE_UNREACHABLE,,,N,,none found,LOW,"3 attempts (https://glorytogodppec.com/ twice, https://www.glorytogodppec.com/ once) all failed at the robots.txt stage with ConnectTimeout / parse failure. Nothing loaded, so no page could be read."
6951,Lifeskills South Florida Fort Lauderdale,Fort Lauderdale,cigna|florida-blue|unitedhealthcare|tricare,Carelon Behavioral Health,,N,https://lifeskillsbehavioralhealth.com/admissions/,intake page,MEDIUM,"[trap b] lifeskillssouthflorida.com 302-redirects to lifeskillsbehavioralhealth.com (rebrand). The Ft Lauderdale detox/residential location page named no insurer at all; these names come from the company-wide Admissions page payment-options table, split by level of care - residential lists Carelon Behavioral Health and Cigna; outpatient PHP/IOP lists Blue Cross BlueShield, Optum (UHC, UBH, UMR), Tricare East, Cigna. Multi-site chain, so this is not a location-level fact. Also prints 'Many clients combine private pay with out-of-network insurance benefits to cover the cost of treatment.'"
9029,MorMindful Therapy & Psychiatry Fort Lauderdale,Fort Lauderdale,NO_LIST,,,Y,https://www.mormindful.com/fort-lauderdale-psychologist,FAQ,MEDIUM,"Explicitly does not bill insurance: 'No. To maintain quality of care and keep specialized doctors on staff, MorMindful does not process insurance directly.' and 'In order to ensure the highest quality service and maintain specialized doctors, we are unable to process insurance.' Superbill offered for the client to file out-of-network. No insurer named."
6731,"Restorative Integrations, Fort Lauderdale EMDR Therapy",Fort Lauderdale,NO_LIST,,,N,https://restorativeintegrations.com/,none found,MEDIUM,"The www host is bot-blocked - www.restorativeintegrations.com returned robots.txt 429 then 'All paths disallowed by robots.txt' - but the apex host loaded on the 3rd attempt. No insurer named and no insurance, out-of-network, superbill or private-pay sentence anywhere on the loaded page."
7253,You & Us aba service,Fort Lauderdale,florida-medicaid|aetna|cigna|florida-blue|tricare,VPK SIS,Step Up,N,https://abaunus.com/insurance/,logo strip,HIGH,"[trap d] Logo strip on the dedicated insurance page headed 'We are in network with these insurers'; the same strip also appears on the homepage. Identical names repeat as options in the page's plan dropdown (Florida Medicaid, Blue Cross Blue Shield, Aetna, Cigna, Tricare, VPK SIS, Step Up, Other). Step Up is a scholarship and was moved out of plans_verbatim; VPK SIS is Florida's VPK Specialized Instructional Services, a state program rather than an insurer, but it is printed inside the insurer strip so it is retained verbatim. Generic caveat printed: 'Don't see your plan? We may still be able to help!' and 'ABA therapy is often covered by health insurance, but every plan has its own rules.'"
7299,A Peaceful Mind Counseling Group,Fort Myers,NO_LIST,,,Y,https://apmcounseling.org/faqs/,FAQ,MEDIUM,"Self-pay practice by policy: 'The reason we do not accept insurance is because insurance companies believe that our clients should fit specific treatment diagnosis, goals and outcomes.' and 'By not billing insurance, no diagnosis is necessary.' Payment: 'We accept cash, check and all major credit/debit cards.' No insurer named on homepage or FAQ."
7315,ABA Results,Fort Myers,NO_LIST,,,N,https://abaresults.com/fort-myers,none found,MEDIUM,"Loaded homepage, the Fort Myers new-client page (/fort-myers-4) and the Fort Myers location page. Insurance is referenced only procedurally - 'We will need a copy of the autism diagnosis, ABA referral, ADOS testing and a front and back copy of your insurance card.' - with no insurer named anywhere on the site."
8807,"Blue Horizon Professional Group, Inc",Fort Myers,NO_LIST,,,N,https://www.bluehorizoncare.net/,body copy,MEDIUM,"Homepage claims only a category, never a plan: 'At Blue Horizon Therapy Center, we partner with major Medicaid managed care plans to make ABA therapy accessible and stress-free for families across Florida.' First homepage attempt read-timed-out; second succeeded. /contact-us/ also names no plan and the nav has no insurance page (Home, Our Staff, Contact us, Terms, Privacy only)."
7426,Bright Future with ABA,Fort Myers,NO_LIST,,,N,https://brightfaba.com/our-process,logo strip,HIGH,"AMBIGUOUS LOGOS — could not identify. The /our-process page has a heading 'Insurances we accept' followed by ~11 logo images, but they render as empty markdown (no alt text, no src filename, no wordmark text) across 3 fetch attempts, so no insurer name could be read. Only prose is 'Our team can assist you with gathering the necessary documentation and submitting claims, ensuring you receive the support your child needs.' Returning NO_LIST rather than guessing the logos — a human eyeballing that strip would recover the list. Site is a small 2-page Fort Myers provider (EN + ES); no dedicated insurance/FAQ/funding page exists."
6811,Center for Independent Living of Gulf Coast,Fort Myers,NO_LIST,,,N,https://www.cilgulfcoastflorida.org/,none found,MEDIUM,"Center for Independent Living of Gulf Coast — a disability-services nonprofit, not an ABA billing clinic. Homepage and full nav (Programs & Services, Core Services, Employment Program, Youth Services, Housing, FAAST SW Regional Demo Center, JP-PAS) contain no insurance section, no insurer name, and no insurance/billing/funding page. There is not even a generic 'we accept insurance' sentence to quote."
5788,Children’s Advocacy Center of Southwest Florida,Fort Myers,NO_LIST,,,N,http://www.cac-swfl.org/,none found,MEDIUM,"Children's Advocacy Center of SWFL — a donation-funded child-abuse advocacy nonprofit (site pushes donations, wish list, facility tours). Homepage names no insurer, links no insurance/billing/funding page, and makes no insurance claim at all, generic or specific."
